Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.05     172/172         Net_Svc_Handler::handle_rawdata() [42]
                0.00    0.00     176/104296      MessageBus::call(int, std::string, void*, void*, void*, void*, void*, void*, void**) [44]
                0.00    0.00   33497/34693       ACE_Svc_Handler<ACE_SOCK_Stream, ACE_NULL_SYNCH>::peer() const [1435]
                0.00    0.00   32751/32751       ACE_SOCK_IO::recv(void*, unsigned long, ACE_Time_Value const*) const [1439]
                0.00    0.00     176/104305      MessageBus::getInstance() [1418]
                0.00    0.00     175/175         TimeoutControl::cancelTimer(long) [1495]
                0.00    0.00     173/350         ACE_Unmanaged_Singleton<TimeoutControl, ACE_Null_Mutex>::instance() [1473]
                0.00    0.00     152/152         Net_Svc_Handler::isNeed() [1563]
-----------------------------------------------
                0.00    0.05     172/172         Net_Svc_Handler::handle_input(int) [41]
[42]     4.2    0.00    0.05     172         Net_Svc_Handler::handle_rawdata() [42]
                0.00    0.05     160/292         Mem_Pool::getInstance() [30]
                0.00    0.00     159/159         Mem_Pool::getObject() [87]
                0.00    0.00     161/104296      MessageBus::call(int, std::string, void*, void*, void*, void*, void*, void*, void**) [44]
                0.00    0.00    3477/3477        Document::append(unsigned char*, int) [1458]
                0.00    0.00     162/162         Document::SetURl(std::string) [1552]
                0.00    0.00     160/104305      MessageBus::getInstance() [1418]
                0.00    0.00      12/12          Document::SetLinkURl(std::string) [1618]
-----------------------------------------------
                              260484             std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::_M_erase(std::_Rb_tree_node<std::pair<std::string const, std::string> >*) [43]
                0.03    0.01 2603301/2603301     std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::~_Rb_tree() [26]
[43]     3.7    0.03    0.01 2603301+260484  std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::_M_erase(std::_Rb_tree_node<std::pair<std::string const, std::string> >*) [43]
                0.01    0.00  260520/260520      std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::_S_right(std::_Rb_tree_node_base*) [64]
                0.00    0.00  260536/260536      std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::_M_destroy_node(std::_Rb_tree_node<std::pair<std::string const, std::string> >*) [83]
                0.00    0.00  260507/260507      std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::_S_left(std::_Rb_tree_node_base*) [1387]
                              260484             std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::_M_erase(std::_Rb_tree_node<std::pair<std::string const, std::string> >*) [43]
-----------------------------------------------
                0.00    0.00       1/104296      wjtimer::handle_timeout(ACE_Time_Value const&, void const*) [104]
                0.00    0.00     161/104296      Net_Svc_Handler::handle_rawdata() [42]
                0.00    0.00     172/104296      Crawler_Thread::svc() [88]
                0.00    0.00     176/104296      Net_Svc_Handler::handle_input(int) [41]
                0.00    0.00     534/104296      HtmlParser::svc() [1]
                0.00    0.03  103252/104296      HtmlParser::insertQueue(std::string) [33]
[44]     2.7    0.00    0.03  104296         MessageBus::call(int, std::string, void*, void*, void*, void*, void*, void*, void**) [44]
                0.00    0.02  103369/103369      URLTest::call(std::string, void*, void*, void*, void*, void*, void*, void**) [48]
                0.00    0.01  104290/104290      std::map<int, MessageComponent*, std::less<int>, std::allocator<std::pair<int const, MessageComponent*> > >::find(int const&) [70]
                0.00    0.00     572/572         DocQueue::call(std::string, void*, void*, void*, void*, void*, void*, void**) [89]
                0.00    0.00     178/178         Crawler_Thread::call(std::string, void*, void*, void*, void*, void*, void*, void**) [94]
                0.00    0.00     171/171         Fetcher::call(std::string, void*, void*, void*, void*, void*, void*, void**) [95]
                0.00    0.00  104290/104290      std::_Rb_tree_iterator<std::pair<int const, MessageComponent*> >::operator->() const [1424]
                0.00    0.00  104288/104288      std::_Rb_tree_iterator<std::pair<int const, MessageComponent*> >::operator!=(std::_Rb_tree_iterator<std::pair<int const, MessageComponent*> > const&) const [1426]
                0.00    0.00  104285/104290      std::map<int, MessageComponent*, std::less<int>, std::allocator<std::pair<int const, MessageComponent*> > >::end() [1425]
-----------------------------------------------
                0.01    0.02  103282/103282      HtmlParser::ParseText() [4]
[45]     2.7    0.01    0.02  103282         ImageURLFIlter::doFilter(std::string) [45]
                0.02    0.00 1445565/1445565     std::_List_iterator<std::string>::operator++() [50]
                0.00    0.00 1548859/1548859     std::_List_iterator<std::string>::operator!=(std::_List_iterator<std::string> const&) const [1365]
                0.00    0.00 1548851/1548865     std::list<std::string, std::allocator<std::string> >::end() [1364]
                0.00    0.00 1445626/1445626     std::_List_iterator<std::string>::operator*() const [1366]
                0.00    0.00  103280/103280      std::list<std::string, std::allocator<std::string> >::begin() [1427]
-----------------------------------------------
                0.00    0.00     503/1317718     tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::pre_order_iterator tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::erase<tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::pre_order_iterator>(tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::pre_order_iterator) [22]
                0.00    0.00     756/1317718     tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::copy_(tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > > const&) [2]
                0.01    0.00  643447/1317718     HtmlParser::ParseText() [4]
                0.01    0.00  673012/1317718     HtmlParser::getBaseTag(Document*) [5]
[46]     2.3    0.03    0.00 1317718         tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::pre_order_iterator::operator++() [46]
-----------------------------------------------
                0.00    0.00     252/6581717     tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::pre_order_iterator tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::insert<tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::pre_order_iterator>(tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::pre_order_iterator, htmlcxx::HTML::Node const&) [97]
                0.00    0.00     501/6581717     tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::clear() [21]
                0.00    0.00     504/6581717     tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::pre_order_iterator tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::replace<tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::pre_order_iterator>(tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::pre_order_iterator, tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::iterator_base const&) [6]
                0.00    0.00    1259/6581717     tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::begin() const [99]
                0.00    0.00    1260/6581717     tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::end() const [58]
                0.00    0.00 1315739/6581717     tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::pre_order_iterator tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::parent<tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::pre_order_iterator>(tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::pre_order_iterator) const [78]
                0.01    0.00 2601985/6581717     tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::erase_children(tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::iterator_base const&) [7]
                0.01    0.00 2660217/6581717     tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::pre_order_iterator tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::append_child<tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::pre_order_iterator>(tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::pre_order_iterator, htmlcxx::HTML::Node const&) [23]
[47]     2.3    0.02    0.01 6581717         tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::pre_order_iterator::pre_order_iterator(tree_node_<htmlcxx::HTML::Node>*) [47]
                0.01    0.00 6582198/6582199     tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::iterator_base::iterator_base(tree_node_<htmlcxx::HTML::Node>*) [59]
-----------------------------------------------
                0.00    0.02  103369/103369      MessageBus::call(int, std::string, void*, void*, void*, void*, void*, void*, void**) [44]
[48]     1.8    0.00    0.02  103369         URLTest::call(std::string, void*, void*, void*, void*, void*, void*, void**) [48]
                0.00    0.01  103241/103241      URLTest::isInBloomSet(std::string, int) [57]
                0.01    0.00  206590/206931      bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [69]
                0.00    0.00     120/120         URLTest::addToBloomSet(std::string, int) [1579]
-----------------------------------------------
                0.02    0.00 2660984/2660984     std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::_Rb_tree_impl<std::less<std::string>, false>::_Rb_tree_impl(std::less<std::string> const&, std::allocator<std::_Rb_tree_node<std::pair<std::string const, std::string> > > const&) [39]
[49]     1.8    0.02    0.00 2660984         std::allocator<std::_Rb_tree_node<std::pair<std::string const, std::string> > >::allocator(std::allocator<std::_Rb_tree_node<std::pair<std::string const, std::string> > > const&) [49]
                0.00    0.00 2661124/2661124     __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::string const, std::string> > >::new_allocator(__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::string const, std::string> > > const&) [1357]
-----------------------------------------------
                0.02    0.00 1445565/1445565     ImageURLFIlter::doFilter(std::string) [45]
[50]     1.8    0.02    0.00 1445565         std::_List_iterator<std::string>::operator++() [50]
-----------------------------------------------
                0.01    0.00  102131/205367      URL_Queue::isExist(std::string) [53]
                0.01    0.00  103236/205367      URLTest::isInBloomSet(std::string, int) [57]
[51]     1.8    0.02    0.00  205367         DBManager::readDB(int, std::string, timeval*) [51]
-----------------------------------------------
                0.00    0.00       1/116681      CrawlerEntity::InitURL(std::string) [105]
                0.00    0.00     347/116681      Crawler_Thread::svc() [88]
                0.02    0.00  116333/116681      HtmlParser::insertQueue(std::string) [33]
[52]     1.8    0.02    0.00  116681         ACE_Unmanaged_Singleton<URL_Queue, ACE_Null_Mutex>::instance() [52]
                0.00    0.00  116656/116656      ACE_Unmanaged_Singleton<URL_Queue, ACE_Null_Mutex>::instance_i() [1398]
                0.00    0.00       1/3           ACE_Guard<ACE_Null_Mutex>::ACE_Guard(ACE_Null_Mutex&) [1655]
                0.00    0.00       1/3           ACE_Guard<ACE_Null_Mutex>::locked() [1654]
                0.00    0.00       1/1           ACE_Unmanaged_Singleton<URL_Queue, ACE_Null_Mutex>::ACE_Unmanaged_Singleton() [1733]
-----------------------------------------------
                0.00    0.02  102123/102123      HtmlParser::insertQueue(std::string) [33]
[53]     1.4    0.00    0.02  102123         URL_Queue::isExist(std::string) [53]
                0.01    0.00  102131/205367      DBManager::readDB(int, std::string, timeval*) [51]
                0.00    0.01  102160/117574      ACE_Recursive_Thread_Mutex::release() [73]
                0.00    0.00  102129/117535      ACE_Recursive_Thread_Mutex::acquire() [1397]
                0.00    0.00  102120/219842      ACE_Unmanaged_Singleton<DBManager, ACE_Null_Mutex>::instance() [1389]
-----------------------------------------------
                                                 <spontaneous>
[54]     1.4    0.02    0.00                 std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::_M_insert_unique(std::pair<std::string const, std::string> const&) [54]
-----------------------------------------------
                0.00    0.01     132/132         Mem_Pool::freeObject(Document*) [56]
[55]     1.0    0.00    0.01     132         ACE_Cached_Allocator<Document, ACE_Thread_Mutex>::free(void*) [55]
                0.00    0.01     132/1156        ACE_Locked_Free_List<ACE_Cached_Mem_Pool_Node<Document>, ACE_Thread_Mutex>::add(ACE_Cached_Mem_Pool_Node<Document>*) [28]
-----------------------------------------------
                0.00    0.01     132/132         HtmlParser::svc() [1]
[56]     1.0    0.00    0.01     132         Mem_Pool::freeObject(Document*) [56]
                0.00    0.01     132/132         ACE_Cached_Allocator<Document, ACE_Thread_Mutex>::free(void*) [55]
-----------------------------------------------
                0.00    0.01  103241/103241      URLTest::call(std::string, void*, void*, void*, void*, void*, void*, void**) [48]
[57]     0.9    0.00    0.01  103241         URLTest::isInBloomSet(std::string, int) [57]
                0.01    0.00  103236/205367      DBManager::readDB(int, std::string, timeval*) [51]
                0.00    0.00  103239/219842      ACE_Unmanaged_Singleton<DBManager, ACE_Null_Mutex>::instance() [1389]
-----------------------------------------------
                0.00    0.00     119/1260        HtmlParser::ParseText() [4]
                0.00    0.00     133/1260        HtmlParser::getBaseTag(Document*) [5]
                0.01    0.00    1008/1260        tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::copy_(tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > > const&) [2]
[58]     0.9    0.01    0.00    1260         tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::end() const [58]
                0.00    0.00    1260/6581717     tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::pre_order_iterator::pre_order_iterator(tree_node_<htmlcxx::HTML::Node>*) [47]
-----------------------------------------------
                0.00    0.00       1/6582199     tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::pre_order_iterator::pre_order_iterator() [111]
                0.01    0.00 6582198/6582199     tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::pre_order_iterator::pre_order_iterator(tree_node_<htmlcxx::HTML::Node>*) [47]
[59]     0.9    0.01    0.00 6582199         tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::iterator_base::iterator_base(tree_node_<htmlcxx::HTML::Node>*) [59]
-----------------------------------------------
                0.00    0.00  260571/2921388     std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::get_allocator() const [82]
                0.01    0.00 2660817/2921388     std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::_Rb_tree(std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > > const&) [37]
[60]     0.9    0.01    0.00 2921388         std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::_M_get_Node_allocator() const [60]
-----------------------------------------------
                0.01    0.01 2603657/2603657     std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::_Rb_tree_impl<std::less<std::string>, false>::~_Rb_tree_impl() [62]
[61]     0.9    0.01    0.01 2603657         std::allocator<std::_Rb_tree_node<std::pair<std::string const, std::string> > >::~allocator() [61]
                0.01    0.00 2603620/2603620     __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::string const, std::string> > >::~new_allocator() [74]
-----------------------------------------------
                0.00    0.01 2603505/2603505     std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::~_Rb_tree() [26]
[62]     0.9    0.00    0.01 2603505         std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::_Rb_tree_impl<std::less<std::string>, false>::~_Rb_tree_impl() [62]
                0.01    0.01 2603657/2603657     std::allocator<std::_Rb_tree_node<std::pair<std::string const, std::string> > >::~allocator() [61]
-----------------------------------------------
                0.00    0.00    1269/891679      DocQueue::call(std::string, void*, void*, void*, void*, void*, void*, void**) [89]
                0.00    0.00  342558/891679      HtmlParser::getBaseTag(Document*) [5]
                0.01    0.00  547852/891679      HtmlParser::ParseText() [4]
[63]     0.9    0.01    0.00  891679         __gnu_cxx::__enable_if<std::__is_char<char>::__value, bool>::__type std::operator==<char>(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [63]
                0.00    0.00  210808/210808      std::char_traits<char>::compare(char const*, char const*, unsigned long) [1390]
-----------------------------------------------
                0.01    0.00  260520/260520      std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::_M_erase(std::_Rb_tree_node<std::pair<std::string const, std::string> >*) [43]
[64]     0.9    0.01    0.00  260520         std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::_S_right(std::_Rb_tree_node_base*) [64]
-----------------------------------------------
                0.00    0.00       1/104296      std::_Rb_tree<int, std::pair<int const, MessageComponent*>, std::_Select1st<std::pair<int const, MessageComponent*> >, std::less<int>, std::allocator<std::pair<int const, MessageComponent*> > >::_M_get_insert_unique_pos(int const&) [109]
                0.00    0.00       5/104296      std::_Rb_tree<int, std::pair<int const, MessageComponent*>, std::_Select1st<std::pair<int const, MessageComponent*> >, std::less<int>, std::allocator<std::pair<int const, MessageComponent*> > >::lower_bound(int const&) [103]
                0.01    0.00  104290/104296      std::_Rb_tree<int, std::pair<int const, MessageComponent*>, std::_Select1st<std::pair<int const, MessageComponent*> >, std::less<int>, std::allocator<std::pair<int const, MessageComponent*> > >::find(int const&) [71]
[65]     0.9    0.01    0.00  104296         std::_Rb_tree<int, std::pair<int const, MessageComponent*>, std::_Select1st<std::pair<int const, MessageComponent*> >, std::less<int>, std::allocator<std::pair<int const, MessageComponent*> > >::_M_begin() [65]
-----------------------------------------------
                                                 <spontaneous>
[66]     0.9    0.01    0.00                 ACE_OS::memset(void*, int, unsigned long) [66]
-----------------------------------------------
                                                 <spontaneous>
[67]     0.9    0.01    0.00                 std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::_M_rightmost() [67]
-----------------------------------------------
                0.00    0.00  133715/321265      ACE_Thread_Mutex::release() [80]
                0.01    0.00  187550/321265      ACE_OS::recursive_mutex_unlock(pthread_mutex_t*) [72]
[68]     0.9    0.01    0.00  321265         ACE_OS::thread_mutex_unlock(pthread_mutex_t*) [68]
-----------------------------------------------
                0.00    0.00     168/206931      Fetcher::call(std::string, void*, void*, void*, void*, void*, void*, void**) [95]
                0.00    0.00     173/206931      Crawler_Thread::call(std::string, void*, void*, void*, void*, void*, void*, void**) [94]
                0.01    0.00  206590/206931      URLTest::call(std::string, void*, void*, void*, void*, void*, void*, void**) [48]
[69]     0.9    0.01    0.00  206931         bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [69]
-----------------------------------------------
                0.00    0.01  104290/104290      MessageBus::call(int, std::string, void*, void*, void*, void*, void*, void*, void**) [44]
[70]     0.9    0.00    0.01  104290         std::map<int, MessageComponent*, std::less<int>, std::allocator<std::pair<int const, MessageComponent*> > >::find(int const&) [70]
                0.00    0.01  104284/104284      std::_Rb_tree<int, std::pair<int const, MessageComponent*>, std::_Select1st<std::pair<int const, MessageComponent*> >, std::less<int>, std::allocator<std::pair<int const, MessageComponent*> > >::find(int const&) [71]
-----------------------------------------------
                0.00    0.01  104284/104284      std::map<int, MessageComponent*, std::less<int>, std::allocator<std::pair<int const, MessageComponent*> > >::find(int const&) [70]
[71]     0.9    0.00    0.01  104284         std::_Rb_tree<int, std::pair<int const, MessageComponent*>, std::_Select1st<std::pair<int const, MessageComponent*> >, std::less<int>, std::allocator<std::pair<int const, MessageComponent*> > >::find(int const&) [71]
                0.01    0.00  104290/104296      std::_Rb_tree<int, std::pair<int const, MessageComponent*>, std::_Select1st<std::pair<int const, MessageComponent*> >, std::less<int>, std::allocator<std::pair<int const, MessageComponent*> > >::_M_begin() [65]
                0.00    0.00  104296/416854      std::less<int>::operator()(int const&, int const&) const [1369]
                0.00    0.00  104295/104301      std::_Rb_tree_iterator<std::pair<int const, MessageComponent*> >::operator==(std::_Rb_tree_iterator<std::pair<int const, MessageComponent*> > const&) const [1420]
                0.00    0.00  104295/104303      std::_Rb_tree<int, std::pair<int const, MessageComponent*>, std::_Select1st<std::pair<int const, MessageComponent*> >, std::less<int>, std::allocator<std::pair<int const, MessageComponent*> > >::_S_key(std::_Rb_tree_node_base const*) [1419]
                0.00    0.00  104292/104308      std::_Rb_tree<int, std::pair<int const, MessageComponent*>, std::_Select1st<std::pair<int const, MessageComponent*> >, std::less<int>, std::allocator<std::pair<int const, MessageComponent*> > >::_M_end() [1417]
                0.00    0.00  104286/104291      std::_Rb_tree<int, std::pair<int const, MessageComponent*>, std::_Select1st<std::pair<int const, MessageComponent*> >, std::less<int>, std::allocator<std::pair<int const, MessageComponent*> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<int const, MessageComponent*> >*, std::_Rb_tree_node<std::pair<int const, MessageComponent*> >*, int const&) [1423]
                0.00    0.00  104285/208578      std::_Rb_tree<int, std::pair<int const, MessageComponent*>, std::_Select1st<std::pair<int const, MessageComponent*> >, std::less<int>, std::allocator<std::pair<int const, MessageComponent*> > >::end() [1392]
-----------------------------------------------
                0.00    0.01  187721/187721      ACE_Recursive_Thread_Mutex::release() [73]
[72]     0.5    0.00    0.01  187721         ACE_OS::recursive_mutex_unlock(pthread_mutex_t*) [72]
                0.01    0.00  187550/321265      ACE_OS::thread_mutex_unlock(pthread_mutex_t*) [68]
-----------------------------------------------
                0.00    0.00     133/117574      DocQueue::pop_queue() [93]
                0.00    0.00     160/117574      DocQueue::insert_queue(Document*) [96]
                0.00    0.00     176/117574      URL_Queue::pop_queue() [91]
                0.00    0.00     341/117574      URL_Queue::isEmpty() [92]
                0.00    0.00     414/117574      DocQueue::isEmpty() [90]
                0.00    0.00   14190/117574      URL_Queue::insert_queue(std::string, int) [84]
                0.00    0.01  102160/117574      URL_Queue::isExist(std::string) [53]
[73]     0.5    0.00    0.01  117574         ACE_Recursive_Thread_Mutex::release() [73]
                0.00    0.01  187721/187721      ACE_OS::recursive_mutex_unlock(pthread_mutex_t*) [72]
-----------------------------------------------
                0.01    0.00 2603620/2603620     std::allocator<std::_Rb_tree_node<std::pair<std::string const, std::string> > >::~allocator() [61]
[74]     0.5    0.01    0.00 2603620         __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::string const, std::string> > >::~new_allocator() [74]
-----------------------------------------------
                0.00    0.00 1015590/2417072     HtmlParser::getBaseTag(Document*) [5]
                0.00    0.00 1401482/2417072     HtmlParser::ParseText() [4]
[75]     0.5    0.01    0.00 2417072         tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::iterator_base::operator->() const [75]
-----------------------------------------------
                0.00    0.00    1008/1317676     tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::copy_(tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > > const&) [2]
                0.00    0.00  643527/1317676     HtmlParser::ParseText() [4]
                0.00    0.00  673141/1317676     HtmlParser::getBaseTag(Document*) [5]
[76]     0.5    0.01    0.00 1317676         tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::pre_order_iterator::operator!=(tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::pre_order_iterator const&) const [76]
-----------------------------------------------
                                                 <spontaneous>
[77]     0.5    0.01    0.00                 std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::_M_insert_(std::_Rb_tree_node_base const*, std::_Rb_tree_node_base const*, std::pair<std::string const, std::string> const&) [77]
-----------------------------------------------
                0.00    0.00 1315679/1315679     tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::pre_order_iterator tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::replace<tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::pre_order_iterator>(tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::pre_order_iterator, tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::iterator_base const&) [6]
[78]     0.5    0.00    0.00 1315679         tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::pre_order_iterator tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::parent<tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::pre_order_iterator>(tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::pre_order_iterator) const [78]
                0.00    0.00 1315739/6581717     tree<htmlcxx::HTML::Node, std::allocator<tree_node_<htmlcxx::HTML::Node> > >::pre_order_iterator::pre_order_iterator(tree_node_<htmlcxx::HTML::Node>*) [47]
-----------------------------------------------
                0.00    0.00     162/1318        ACE_Locked_Free_List<ACE_Cached_Mem_Pool_Node<Document>, ACE_Thread_Mutex>::remove() [86]
                0.00    0.00    1156/1318        ACE_Locked_Free_List<ACE_Cached_Mem_Pool_Node<Document>, ACE_Thread_Mutex>::add(ACE_Cached_Mem_Pool_Node<Document>*) [28]
[79]     0.4    0.00    0.00    1318         ACE_Guard<ACE_Thread_Mutex>::~ACE_Guard() [79]
                0.00    0.00    1315/1315        ACE_Guard<ACE_Thread_Mutex>::release() [81]
-----------------------------------------------
