Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00       1/143         std::_Deque_iterator<Document*, Document*&, Document**>::_Deque_iterator(std::_Deque_iterator<Document*, Document*&, Document**> const&) [1565]
                0.00    0.00       1/1           std::_Deque_iterator<Document*, Document*&, Document**> std::copy<std::_Deque_iterator<Document*, Document* const&, Document* const*>, std::_Deque_iterator<Document*, Document*&, Document**> >(std::_Deque_iterator<Document*, Document* const&, Document* const*>, std::_Deque_iterator<Document*, Document* const&, Document* const*>, std::_Deque_iterator<Document*, Document*&, Document**>) [1831]
-----------------------------------------------
                0.00    0.00       1/1           MessageBus::MessageBus() [1706]
[1807]   0.0    0.00    0.00       1         std::map<int, MessageComponent*, std::less<int>, std::allocator<std::pair<int const, MessageComponent*> > >::map() [1807]
                0.00    0.00       1/1           std::_Rb_tree<int, std::pair<int const, MessageComponent*>, std::_Select1st<std::pair<int const, MessageComponent*> >, std::less<int>, std::allocator<std::pair<int const, MessageComponent*> > >::_Rb_tree() [1823]
-----------------------------------------------
                0.00    0.00       1/1           ImageURLFIlter::ImageURLFIlter() [1720]
[1808]   0.0    0.00    0.00       1         std::list<std::string, std::allocator<std::string> >::list() [1808]
                0.00    0.00       1/1           std::_List_base<std::string, std::allocator<std::string> >::_List_base() [1782]
-----------------------------------------------
                0.00    0.00       1/1           std::deque<Document*, std::allocator<Document*> >::~deque() [1813]
[1809]   0.0    0.00    0.00       1         std::deque<Document*, std::allocator<Document*> >::_M_destroy_data(std::_Deque_iterator<Document*, Document*&, Document**>, std::_Deque_iterator<Document*, Document*&, Document**>, std::allocator<Document*> const&) [1809]
-----------------------------------------------
                0.00    0.00       1/1           std::deque<Document*, std::allocator<Document*> >::~deque() [1813]
[1810]   0.0    0.00    0.00       1         std::deque<Document*, std::allocator<Document*> >::end() [1810]
-----------------------------------------------
                0.00    0.00       1/1           std::queue<Document*, std::deque<Document*, std::allocator<Document*> > >::queue(std::deque<Document*, std::allocator<Document*> > const&) [1814]
[1811]   0.0    0.00    0.00       1         std::deque<Document*, std::allocator<Document*> >::deque(std::deque<Document*, std::allocator<Document*> > const&) [1811]
                0.00    0.00       1/1           std::deque<Document*, std::allocator<Document*> >::size() const [1765]
                0.00    0.00       1/4           std::_Deque_base<Document*, std::allocator<Document*> >::_M_get_Tp_allocator() const [1647]
                0.00    0.00       1/2           std::_Deque_base<Document*, std::allocator<Document*> >::_M_get_Tp_allocator() [1677]
                0.00    0.00       1/1           std::_Deque_base<Document*, std::allocator<Document*> >::_Deque_base(std::allocator<Document*> const&, unsigned long) [1787]
                0.00    0.00       1/143         std::_Deque_iterator<Document*, Document*&, Document**>::_Deque_iterator(std::_Deque_iterator<Document*, Document*&, Document**> const&) [1565]
                0.00    0.00       1/1           std::deque<Document*, std::allocator<Document*> >::end() const [1764]
                0.00    0.00       1/1           std::deque<Document*, std::allocator<Document*> >::begin() const [1766]
                0.00    0.00       1/1           std::_Deque_iterator<Document*, Document*&, Document**> std::__uninitialized_copy_a<std::_Deque_iterator<Document*, Document* const&, Document* const*>, std::_Deque_iterator<Document*, Document*&, Document**>, Document*>(std::_Deque_iterator<Document*, Document* const&, Document* const*>, std::_Deque_iterator<Document*, Document* const&, Document* const*>, std::_Deque_iterator<Document*, Document*&, Document**>, std::allocator<Document*>&) [1830]
-----------------------------------------------
                0.00    0.00       1/1           DocQueue::DocQueue() [1743]
[1812]   0.0    0.00    0.00       1         std::deque<Document*, std::allocator<Document*> >::deque() [1812]
                0.00    0.00       1/1           std::_Deque_base<Document*, std::allocator<Document*> >::_Deque_base() [1788]
-----------------------------------------------
                0.00    0.00       1/1           DocQueue::DocQueue() [1743]
[1813]   0.0    0.00    0.00       1         std::deque<Document*, std::allocator<Document*> >::~deque() [1813]
                0.00    0.00       1/2           std::_Deque_base<Document*, std::allocator<Document*> >::_M_get_Tp_allocator() [1677]
                0.00    0.00       1/1           std::deque<Document*, std::allocator<Document*> >::end() [1810]
                0.00    0.00       1/1           std::deque<Document*, std::allocator<Document*> >::_M_destroy_data(std::_Deque_iterator<Document*, Document*&, Document**>, std::_Deque_iterator<Document*, Document*&, Document**>, std::allocator<Document*> const&) [1809]
                0.00    0.00       1/1           std::_Deque_base<Document*, std::allocator<Document*> >::~_Deque_base() [1789]
-----------------------------------------------
                0.00    0.00       1/1           DocQueue::DocQueue() [1743]
[1814]   0.0    0.00    0.00       1         std::queue<Document*, std::deque<Document*, std::allocator<Document*> > >::queue(std::deque<Document*, std::allocator<Document*> > const&) [1814]
                0.00    0.00       1/1           std::deque<Document*, std::allocator<Document*> >::deque(std::deque<Document*, std::allocator<Document*> > const&) [1811]
-----------------------------------------------
                0.00    0.00       1/1           std::priority_queue<urlstring, std::vector<urlstring, std::allocator<urlstring> >, cmp>::priority_queue(cmp const&, std::vector<urlstring, std::allocator<urlstring> > const&) [1803]
[1815]   0.0    0.00    0.00       1         std::vector<urlstring, std::allocator<urlstring> >::vector(std::vector<urlstring, std::allocator<urlstring> > const&) [1815]
                0.00    0.00       1/1           __gnu_cxx::__alloc_traits<std::allocator<urlstring> >::_S_select_on_copy(std::allocator<urlstring> const&) [1760]
                0.00    0.00       1/31          std::_Vector_base<urlstring, std::allocator<urlstring> >::_M_get_Tp_allocator() const [1586]
                0.00    0.00       1/61          std::vector<urlstring, std::allocator<urlstring> >::size() const [1583]
                0.00    0.00       1/47          std::_Vector_base<urlstring, std::allocator<urlstring> >::_M_get_Tp_allocator() [1584]
                0.00    0.00       1/1           std::_Vector_base<urlstring, std::allocator<urlstring> >::_Vector_base(unsigned long, std::allocator<urlstring> const&) [1796]
                0.00    0.00       1/345         std::vector<urlstring, std::allocator<urlstring> >::end() const [1478]
                0.00    0.00       1/511         std::vector<urlstring, std::allocator<urlstring> >::begin() const [1468]
                0.00    0.00       1/1           urlstring* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<urlstring const*, std::vector<urlstring, std::allocator<urlstring> > >, urlstring*, urlstring>(__gnu_cxx::__normal_iterator<urlstring const*, std::vector<urlstring, std::allocator<urlstring> > >, __gnu_cxx::__normal_iterator<urlstring const*, std::vector<urlstring, std::allocator<urlstring> > >, urlstring*, std::allocator<urlstring>&) [1829]
-----------------------------------------------
                0.00    0.00       1/1           URL_Queue::URL_Queue() [1746]
[1816]   0.0    0.00    0.00       1         std::vector<urlstring, std::allocator<urlstring> >::vector() [1816]
                0.00    0.00       1/1           std::_Vector_base<urlstring, std::allocator<urlstring> >::_Vector_base() [1797]
-----------------------------------------------
                0.00    0.00       1/1           URL_Queue::URL_Queue() [1746]
[1817]   0.0    0.00    0.00       1         std::vector<urlstring, std::allocator<urlstring> >::~vector() [1817]
                0.00    0.00       1/47          std::_Vector_base<urlstring, std::allocator<urlstring> >::_M_get_Tp_allocator() [1584]
                0.00    0.00       1/16          void std::_Destroy<urlstring*, urlstring>(urlstring*, urlstring*, std::allocator<urlstring>&) [1599]
                0.00    0.00       1/1           std::_Vector_base<urlstring, std::allocator<urlstring> >::~_Vector_base() [1798]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<unsigned long, std::allocator<unsigned long> >::resize(unsigned long, unsigned long) [16]
[1818]   0.0    0.00    0.00       1         std::vector<unsigned long, std::allocator<unsigned long> >::end() [1818]
                0.00    0.00       1/3           __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >::__normal_iterator(unsigned long* const&) [1659]
-----------------------------------------------
                0.00    0.00       1/1           boost::dynamic_bitset<unsigned long, std::allocator<unsigned long> >::dynamic_bitset(unsigned long, unsigned long, std::allocator<unsigned long> const&) [11]
[1819]   0.0    0.00    0.00       1         std::vector<unsigned long, std::allocator<unsigned long> >::vector(std::allocator<unsigned long> const&) [1819]
                0.00    0.00       1/1           std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_Vector_base(std::allocator<unsigned long> const&) [1802]
-----------------------------------------------
                0.00    0.00       1/1           std::_Rb_tree<int, std::pair<int const, MessageComponent*>, std::_Select1st<std::pair<int const, MessageComponent*> >, std::less<int>, std::allocator<std::pair<int const, MessageComponent*> > >::_Rb_tree_impl<std::less<int>, false>::_Rb_tree_impl() [1821]
[1820]   0.0    0.00    0.00       1         std::_Rb_tree<int, std::pair<int const, MessageComponent*>, std::_Select1st<std::pair<int const, MessageComponent*> >, std::less<int>, std::allocator<std::pair<int const, MessageComponent*> > >::_Rb_tree_impl<std::less<int>, false>::_M_initialize() [1820]
-----------------------------------------------
                0.00    0.00       1/1           std::_Rb_tree<int, std::pair<int const, MessageComponent*>, std::_Select1st<std::pair<int const, MessageComponent*> >, std::less<int>, std::allocator<std::pair<int const, MessageComponent*> > >::_Rb_tree() [1823]
[1821]   0.0    0.00    0.00       1         std::_Rb_tree<int, std::pair<int const, MessageComponent*>, std::_Select1st<std::pair<int const, MessageComponent*> >, std::less<int>, std::allocator<std::pair<int const, MessageComponent*> > >::_Rb_tree_impl<std::less<int>, false>::_Rb_tree_impl() [1821]
                0.00    0.00       1/1           std::allocator<std::_Rb_tree_node<std::pair<int const, MessageComponent*> > >::allocator() [1775]
                0.00    0.00       1/1           std::_Rb_tree<int, std::pair<int const, MessageComponent*>, std::_Select1st<std::pair<int const, MessageComponent*> >, std::less<int>, std::allocator<std::pair<int const, MessageComponent*> > >::_Rb_tree_impl<std::less<int>, false>::_M_initialize() [1820]
-----------------------------------------------
                0.00    0.00       1/1           std::_Rb_tree<int, std::pair<int const, MessageComponent*>, std::_Select1st<std::pair<int const, MessageComponent*> >, std::less<int>, std::allocator<std::pair<int const, MessageComponent*> > >::_M_get_insert_unique_pos(int const&) [109]
[1822]   0.0    0.00    0.00       1         std::_Rb_tree<int, std::pair<int const, MessageComponent*>, std::_Select1st<std::pair<int const, MessageComponent*> >, std::less<int>, std::allocator<std::pair<int const, MessageComponent*> > >::begin() [1822]
                0.00    0.00       1/312874      std::_Rb_tree_iterator<std::pair<int const, MessageComponent*> >::_Rb_tree_iterator(std::_Rb_tree_node<std::pair<int const, MessageComponent*> >*) [1372]
-----------------------------------------------
                0.00    0.00       1/1           std::map<int, MessageComponent*, std::less<int>, std::allocator<std::pair<int const, MessageComponent*> > >::map() [1807]
[1823]   0.0    0.00    0.00       1         std::_Rb_tree<int, std::pair<int const, MessageComponent*>, std::_Select1st<std::pair<int const, MessageComponent*> >, std::less<int>, std::allocator<std::pair<int const, MessageComponent*> > >::_Rb_tree() [1823]
                0.00    0.00       1/1           std::_Rb_tree<int, std::pair<int const, MessageComponent*>, std::_Select1st<std::pair<int const, MessageComponent*> >, std::less<int>, std::allocator<std::pair<int const, MessageComponent*> > >::_Rb_tree_impl<std::less<int>, false>::_Rb_tree_impl() [1821]
-----------------------------------------------
                0.00    0.00       1/1           std::_Deque_iterator<Document*, Document*&, Document**> std::__copy_move_a2<false, std::_Deque_iterator<Document*, Document* const&, Document* const*>, std::_Deque_iterator<Document*, Document*&, Document**> >(std::_Deque_iterator<Document*, Document* const&, Document* const*>, std::_Deque_iterator<Document*, Document* const&, Document* const*>, std::_Deque_iterator<Document*, Document*&, Document**>) [1826]
[1824]   0.0    0.00    0.00       1         std::_Niter_base<std::_Deque_iterator<Document*, Document*&, Document**> >::iterator_type std::__niter_base<std::_Deque_iterator<Document*, Document*&, Document**> >(std::_Deque_iterator<Document*, Document*&, Document**>) [1824]
                0.00    0.00       1/143         std::_Deque_iterator<Document*, Document*&, Document**>::_Deque_iterator(std::_Deque_iterator<Document*, Document*&, Document**> const&) [1565]
                0.00    0.00       1/1           std::_Iter_base<std::_Deque_iterator<Document*, Document*&, Document**>, false>::_S_base(std::_Deque_iterator<Document*, Document*&, Document**>) [1779]
-----------------------------------------------
                0.00    0.00       1/1           std::_Deque_iterator<Document*, Document*&, Document**> std::__copy_move_a2<false, std::_Deque_iterator<Document*, Document* const&, Document* const*>, std::_Deque_iterator<Document*, Document*&, Document**> >(std::_Deque_iterator<Document*, Document* const&, Document* const*>, std::_Deque_iterator<Document*, Document* const&, Document* const*>, std::_Deque_iterator<Document*, Document*&, Document**>) [1826]
[1825]   0.0    0.00    0.00       1         std::_Deque_iterator<Document*, Document*&, Document**> std::__copy_move_a<false, std::_Deque_iterator<Document*, Document* const&, Document* const*>, std::_Deque_iterator<Document*, Document*&, Document**> >(std::_Deque_iterator<Document*, Document* const&, Document* const*>, std::_Deque_iterator<Document*, Document* const&, Document* const*>, std::_Deque_iterator<Document*, Document*&, Document**>) [1825]
                0.00    0.00       1/143         std::_Deque_iterator<Document*, Document*&, Document**>::_Deque_iterator(std::_Deque_iterator<Document*, Document*&, Document**> const&) [1565]
                0.00    0.00       1/1           std::_Deque_iterator<Document*, Document*&, Document**> std::__copy_move<false, false, std::random_access_iterator_tag>::__copy_m<std::_Deque_iterator<Document*, Document* const&, Document* const*>, std::_Deque_iterator<Document*, Document*&, Document**> >(std::_Deque_iterator<Document*, Document* const&, Document* const*>, std::_Deque_iterator<Document*, Document* const&, Document* const*>, std::_Deque_iterator<Document*, Document*&, Document**>) [1790]
-----------------------------------------------
                0.00    0.00       1/1           std::_Deque_iterator<Document*, Document*&, Document**> std::copy<std::_Deque_iterator<Document*, Document* const&, Document* const*>, std::_Deque_iterator<Document*, Document*&, Document**> >(std::_Deque_iterator<Document*, Document* const&, Document* const*>, std::_Deque_iterator<Document*, Document* const&, Document* const*>, std::_Deque_iterator<Document*, Document*&, Document**>) [1831]
[1826]   0.0    0.00    0.00       1         std::_Deque_iterator<Document*, Document*&, Document**> std::__copy_move_a2<false, std::_Deque_iterator<Document*, Document* const&, Document* const*>, std::_Deque_iterator<Document*, Document*&, Document**> >(std::_Deque_iterator<Document*, Document* const&, Document* const*>, std::_Deque_iterator<Document*, Document* const&, Document* const*>, std::_Deque_iterator<Document*, Document*&, Document**>) [1826]
                0.00    0.00       2/2           std::_Niter_base<std::_Deque_iterator<Document*, Document* const&, Document* const*> >::iterator_type std::__niter_base<std::_Deque_iterator<Document*, Document* const&, Document* const*> >(std::_Deque_iterator<Document*, Document* const&, Document* const*>) [1686]
                0.00    0.00       1/143         std::_Deque_iterator<Document*, Document*&, Document**>::_Deque_iterator(std::_Deque_iterator<Document*, Document*&, Document**> const&) [1565]
                0.00    0.00       1/1           std::_Niter_base<std::_Deque_iterator<Document*, Document*&, Document**> >::iterator_type std::__niter_base<std::_Deque_iterator<Document*, Document*&, Document**> >(std::_Deque_iterator<Document*, Document*&, Document**>) [1824]
                0.00    0.00       1/1           std::_Deque_iterator<Document*, Document*&, Document**> std::__copy_move_a<false, std::_Deque_iterator<Document*, Document* const&, Document* const*>, std::_Deque_iterator<Document*, Document*&, Document**> >(std::_Deque_iterator<Document*, Document* const&, Document* const*>, std::_Deque_iterator<Document*, Document* const&, Document* const*>, std::_Deque_iterator<Document*, Document*&, Document**>) [1825]
-----------------------------------------------
                0.00    0.00       1/1           urlstring* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<urlstring const*, std::vector<urlstring, std::allocator<urlstring> > >, urlstring*, urlstring>(__gnu_cxx::__normal_iterator<urlstring const*, std::vector<urlstring, std::allocator<urlstring> > >, __gnu_cxx::__normal_iterator<urlstring const*, std::vector<urlstring, std::allocator<urlstring> > >, urlstring*, std::allocator<urlstring>&) [1829]
[1827]   0.0    0.00    0.00       1         urlstring* std::uninitialized_copy<__gnu_cxx::__normal_iterator<urlstring const*, std::vector<urlstring, std::allocator<urlstring> > >, urlstring*>(__gnu_cxx::__normal_iterator<urlstring const*, std::vector<urlstring, std::allocator<urlstring> > >, __gnu_cxx::__normal_iterator<urlstring const*, std::vector<urlstring, std::allocator<urlstring> > >, urlstring*) [1827]
                0.00    0.00       1/1           urlstring* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<urlstring const*, std::vector<urlstring, std::allocator<urlstring> > >, urlstring*>(__gnu_cxx::__normal_iterator<urlstring const*, std::vector<urlstring, std::allocator<urlstring> > >, __gnu_cxx::__normal_iterator<urlstring const*, std::vector<urlstring, std::allocator<urlstring> > >, urlstring*) [1805]
-----------------------------------------------
                0.00    0.00       1/1           std::_Deque_iterator<Document*, Document*&, Document**> std::__uninitialized_copy_a<std::_Deque_iterator<Document*, Document* const&, Document* const*>, std::_Deque_iterator<Document*, Document*&, Document**>, Document*>(std::_Deque_iterator<Document*, Document* const&, Document* const*>, std::_Deque_iterator<Document*, Document* const&, Document* const*>, std::_Deque_iterator<Document*, Document*&, Document**>, std::allocator<Document*>&) [1830]
[1828]   0.0    0.00    0.00       1         std::_Deque_iterator<Document*, Document*&, Document**> std::uninitialized_copy<std::_Deque_iterator<Document*, Document* const&, Document* const*>, std::_Deque_iterator<Document*, Document*&, Document**> >(std::_Deque_iterator<Document*, Document* const&, Document* const*>, std::_Deque_iterator<Document*, Document* const&, Document* const*>, std::_Deque_iterator<Document*, Document*&, Document**>) [1828]
                0.00    0.00       1/143         std::_Deque_iterator<Document*, Document*&, Document**>::_Deque_iterator(std::_Deque_iterator<Document*, Document*&, Document**> const&) [1565]
                0.00    0.00       1/1           std::_Deque_iterator<Document*, Document*&, Document**> std::__uninitialized_copy<true>::__uninit_copy<std::_Deque_iterator<Document*, Document* const&, Document* const*>, std::_Deque_iterator<Document*, Document*&, Document**> >(std::_Deque_iterator<Document*, Document* const&, Document* const*>, std::_Deque_iterator<Document*, Document* const&, Document* const*>, std::_Deque_iterator<Document*, Document*&, Document**>) [1806]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<urlstring, std::allocator<urlstring> >::vector(std::vector<urlstring, std::allocator<urlstring> > const&) [1815]
[1829]   0.0    0.00    0.00       1         urlstring* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<urlstring const*, std::vector<urlstring, std::allocator<urlstring> > >, urlstring*, urlstring>(__gnu_cxx::__normal_iterator<urlstring const*, std::vector<urlstring, std::allocator<urlstring> > >, __gnu_cxx::__normal_iterator<urlstring const*, std::vector<urlstring, std::allocator<urlstring> > >, urlstring*, std::allocator<urlstring>&) [1829]
                0.00    0.00       1/1           urlstring* std::uninitialized_copy<__gnu_cxx::__normal_iterator<urlstring const*, std::vector<urlstring, std::allocator<urlstring> > >, urlstring*>(__gnu_cxx::__normal_iterator<urlstring const*, std::vector<urlstring, std::allocator<urlstring> > >, __gnu_cxx::__normal_iterator<urlstring const*, std::vector<urlstring, std::allocator<urlstring> > >, urlstring*) [1827]
-----------------------------------------------
                0.00    0.00       1/1           std::deque<Document*, std::allocator<Document*> >::deque(std::deque<Document*, std::allocator<Document*> > const&) [1811]
[1830]   0.0    0.00    0.00       1         std::_Deque_iterator<Document*, Document*&, Document**> std::__uninitialized_copy_a<std::_Deque_iterator<Document*, Document* const&, Document* const*>, std::_Deque_iterator<Document*, Document*&, Document**>, Document*>(std::_Deque_iterator<Document*, Document* const&, Document* const*>, std::_Deque_iterator<Document*, Document* const&, Document* const*>, std::_Deque_iterator<Document*, Document*&, Document**>, std::allocator<Document*>&) [1830]
                0.00    0.00       1/143         std::_Deque_iterator<Document*, Document*&, Document**>::_Deque_iterator(std::_Deque_iterator<Document*, Document*&, Document**> const&) [1565]
                0.00    0.00       1/1           std::_Deque_iterator<Document*, Document*&, Document**> std::uninitialized_copy<std::_Deque_iterator<Document*, Document* const&, Document* const*>, std::_Deque_iterator<Document*, Document*&, Document**> >(std::_Deque_iterator<Document*, Document* const&, Document* const*>, std::_Deque_iterator<Document*, Document* const&, Document* const*>, std::_Deque_iterator<Document*, Document*&, Document**>) [1828]
-----------------------------------------------
                0.00    0.00       1/1           std::_Deque_iterator<Document*, Document*&, Document**> std::__uninitialized_copy<true>::__uninit_copy<std::_Deque_iterator<Document*, Document* const&, Document* const*>, std::_Deque_iterator<Document*, Document*&, Document**> >(std::_Deque_iterator<Document*, Document* const&, Document* const*>, std::_Deque_iterator<Document*, Document* const&, Document* const*>, std::_Deque_iterator<Document*, Document*&, Document**>) [1806]
[1831]   0.0    0.00    0.00       1         std::_Deque_iterator<Document*, Document*&, Document**> std::copy<std::_Deque_iterator<Document*, Document* const&, Document* const*>, std::_Deque_iterator<Document*, Document*&, Document**> >(std::_Deque_iterator<Document*, Document* const&, Document* const*>, std::_Deque_iterator<Document*, Document* const&, Document* const*>, std::_Deque_iterator<Document*, Document*&, Document**>) [1831]
                0.00    0.00       2/2           std::_Miter_base<std::_Deque_iterator<Document*, Document* const&, Document* const*> >::iterator_type std::__miter_base<std::_Deque_iterator<Document*, Document* const&, Document* const*> >(std::_Deque_iterator<Document*, Document* const&, Document* const*>) [1685]
                0.00    0.00       1/143         std::_Deque_iterator<Document*, Document*&, Document**>::_Deque_iterator(std::_Deque_iterator<Document*, Document*&, Document**> const&) [1565]
                0.00    0.00       1/1           std::_Deque_iterator<Document*, Document*&, Document**> std::__copy_move_a2<false, std::_Deque_iterator<Document*, Document* const&, Document* const*>, std::_Deque_iterator<Document*, Document*&, Document**> >(std::_Deque_iterator<Document*, Document* const&, Document* const*>, std::_Deque_iterator<Document*, Document* const&, Document* const*>, std::_Deque_iterator<Document*, Document*&, Document**>) [1826]
-----------------------------------------------
                0.00    0.00       1/1           void std::_Destroy<unsigned long*, unsigned long>(unsigned long*, unsigned long*, std::allocator<unsigned long>&) [1833]
[1832]   0.0    0.00    0.00       1         void std::_Destroy<unsigned long*>(unsigned long*, unsigned long*) [1832]
                0.00    0.00       1/1           void std::_Destroy_aux<true>::__destroy<unsigned long*>(unsigned long*, unsigned long*) [1791]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<unsigned long, std::allocator<unsigned long> >::_M_fill_insert(__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, unsigned long, unsigned long const&) [14]
[1833]   0.0    0.00    0.00       1         void std::_Destroy<unsigned long*, unsigned long>(unsigned long*, unsigned long*, std::allocator<unsigned long>&) [1833]
                0.00    0.00       1/1           void std::_Destroy<unsigned long*>(unsigned long*, unsigned long*) [1832]
-----------------------------------------------
                0.00    0.00       1/1           std::priority_queue<urlstring, std::vector<urlstring, std::allocator<urlstring> >, cmp>::priority_queue(cmp const&, std::vector<urlstring, std::allocator<urlstring> > const&) [1803]
[1834]   0.0    0.00    0.00       1         void std::make_heap<__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, cmp>(__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, __gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >, cmp) [1834]
                0.00    0.00       1/14548       __gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >::difference_type __gnu_cxx::operator-<urlstring*, std::vector<urlstring, std::allocator<urlstring> > >(__gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > > const&, __gnu_cxx::__normal_iterator<urlstring*, std::vector<urlstring, std::allocator<urlstring> > > const&) [1445]
-----------------------------------------------
                0.00    0.00       1/1           std::_Deque_iterator<Document*, Document*&, Document**> std::__copy_move<false, false, std::random_access_iterator_tag>::__copy_m<std::_Deque_iterator<Document*, Document* const&, Document* const*>, std::_Deque_iterator<Document*, Document*&, Document**> >(std::_Deque_iterator<Document*, Document* const&, Document* const*>, std::_Deque_iterator<Document*, Document* const&, Document* const*>, std::_Deque_iterator<Document*, Document*&, Document**>) [1790]
[1835]   0.0    0.00    0.00       1         std::_Deque_iterator<Document*, Document* const&, Document* const*>::difference_type std::operator-<Document*, Document* const&, Document* const*>(std::_Deque_iterator<Document*, Document* const&, Document* const*> const&, std::_Deque_iterator<Document*, Document* const&, Document* const*> const&) [1835]
                0.00    0.00       1/1           std::_Deque_iterator<Document*, Document* const&, Document* const*>::_S_buffer_size() [1804]
-----------------------------------------------
                0.00    0.00       1/1           std::deque<Document*, std::allocator<Document*> >::size() const [1765]
[1836]   0.0    0.00    0.00       1         std::_Deque_iterator<Document*, Document*&, Document**>::difference_type std::operator-<Document*, Document*&, Document**>(std::_Deque_iterator<Document*, Document*&, Document**> const&, std::_Deque_iterator<Document*, Document*&, Document**> const&) [1836]
                0.00    0.00       1/9           std::_Deque_iterator<Document*, Document*&, Document**>::_S_buffer_size() [1620]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function is in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.

Copyright (C) 2012 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

Index by function name

 [1693] _GLOBAL__sub_I__ZN10HtmlParserC2Ev (HtmlParser.cpp) [1654] ACE_Guard<ACE_Null_Mutex>::locked() [1674] std::_Deque_base<Document*, std::allocator<Document*> >::_M_allocate_map(unsigned long)
 [1694] _GLOBAL__sub_I__ZN13CrawlerEntityC2Ev (CrawlerEntity.cpp) [1655] ACE_Guard<ACE_Null_Mutex>::ACE_Guard(ACE_Null_Mutex&) [1675] std::_Deque_base<Document*, std::allocator<Document*> >::_M_create_nodes(Document***, Document***)
 [1695] _GLOBAL__sub_I__ZN7URLTestC2Efm (URLTest.cpp) [1461] ACE_Guard<ACE_Thread_Mutex>::acquire() [1649] std::_Deque_base<Document*, std::allocator<Document*> >::_M_allocate_node()
 [1696] _GLOBAL__sub_I__ZN9DBManagerC2Ev (DBManager.cpp) [81] ACE_Guard<ACE_Thread_Mutex>::release() [1786] std::_Deque_base<Document*, std::allocator<Document*> >::_M_destroy_nodes(Document***, Document***)
 [1697] _GLOBAL__sub_I__ZN9URL_QueueC2Ev (URLQueue.cpp) [1462] ACE_Guard<ACE_Thread_Mutex>::ACE_Guard(ACE_Thread_Mutex&) [1676] std::_Deque_base<Document*, std::allocator<Document*> >::_M_initialize_map(unsigned long)
